,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299
50,68,72,60,21,70,39,56,38,35,38,31,67,61,53,52,34,25,45,50,27,26,57,70,35,58,25,19,43,23,28,42,18,27,49,69,19,27,24,20,20,29,39,26,41,74,39,37,63,23,60,31,27,41,41,55,22,66,31,19,40,23,25,37,42,33,55,37,37,23,70,31,69,60,52,25,23,21,37,32,60,50,23,69,68,27,28,56,59,22,20,26,18,36,18,74,21,23,56,25,28,60,25,21,20,52,28,25,36,18,20,54,50,47,22,39,53,53,23,44,22,21,54,23,23,20,41,20,31,40,37,21,32,19,23,18,19,42,34,73,32,29,20,66,46,33,56,19,29,22,56,43,51,74,27,58,30,57,23,55,21,19,33,25,22,67,54,21,44,44,33,35,58,46,35,27,26,52,57,62,26,65,37,20,49,39,18,61,23,21,24,41,32,28,57,56,65,39,28,26,54,30,67,22,22,41,41,35,25,74,38,33,68,20,23,45,51,36,32,29,26,42,25,20,21,47,20,74,43,33,36,49,36,67,27,36,18,43,68,37,58,57,29,65,27,59,21,41,19,40,27,23,47,23,27,31,35,20,21,52,50,19,27,34,34,36,65,69,23,63,27,65,34,46,24,53,43,18,44,22,30,51,57,28,25,20,71,37,25,43,48,75,49,34,44,45,19,30,27,29,61
51,25,44,29,21,18,73,21,28,32,42,36,39,68,73,44,49,59,33,46,45,50,23,59,40,22,72,25,36,22,60,45,34,50,19,40,32,22,64,53,52,73,19,67,48,52,45,60,70,22,44,56,31,28,64,37,31,28,68,60,50,19,48,32,27,58,65,36,41,68,18,63,19,29,65,70,20,24,48,33,39,58,18,70,30,35,21,72,27,73,69,33,46,18,20,52,45,50,68,37,33,31,19,29,74,28,74,36,27,31,36,28,75,61,58,51,66,40,41,74,55,27,19,43,32,41,67,19,22,24,25,43,34,25,48,51,43,64,35,36,49,62,75,57,18,27,56,23,30,47,18,34,55,22,48,18,42,22,40,21,65,34,47,65,41,39,66,36,33,22,42,25,40,35,63,21,34,19,49,34,70,41,51,40,57,24,50,35,33,38,40,25,66,38,40,18,52,31,21,19,39,34,25,42,52,34,44,47,26,41,71,26,30,37,18,53,44,45,49,24,58,27,39,75,55,42,51,20,19,27,73,26,53,45,53,21,75,47,35,21,37,20,52,55,20,30,50,43,42,55,27,27,29,28,18,64,32,39,19,66,21,29,21,64,22,22,48,70,38,19,49,75,65,19,18,19,45,29,33,67,35,55,60,26,30,35,43,30,35,70,46,28,23,22,19,67,36,69,62,23,18
52,18,23,23,40,35,38,44,57,23,32,22,52,53,47,26,47,25,38,20,26,24,46,46,23,28,27,19,18,68,40,71,33,48,22,52,24,30,68,65,46,66,28,65,31,28,39,68,46,18,72,22,45,32,45,29,36,20,48,32,68,32,32,51,55,58,62,64,30,32,23,57,32,23,24,27,32,18,44,40,31,45,67,42,49,59,25,30,68,70,34,32,19,65,29,24,43,21,22,47,62,39,46,30,53,27,18,28,29,45,27,36,35,49,35,23,52,40,31,46,69,33,18,34,18,65,49,18,67,42,56,21,31,25,24,75,55,39,41,48,30,54,39,51,36,21,19,47,19,45,54,28,48,20,37,52,54,55,69,30,51,23,45,22,33,46,34,58,42,20,21,30,66,47,32,69,22,74,18,42,39,18,61,33,27,25,51,18,25,36,57,25,31,26,51,41,37,30,52,32,50,72,30,40,62,37,50,20,57,30,20,26,29,24,42,66,28,74,20,18,30,62,49,21,21,39,44,54,26,60,52,71,67,27,45,75,30,44,46,33,53,28,18,21,39,24,66,28,24,30,34,64,27,41,20,70,34,21,54,53,71,42,31,37,44,23,20,51,23,65,41,25,24,18,32,20,20,30,72,25,52,36,32,65,30,75,75,52,38,58,44,33,43,19,75,56,75,24,48,44,31
53,33,28,21,24,20,40,29,66,44,64,52,23,32,57,23,75,26,62,47,32,21,20,27,31,37,61,28,23,26,44,37,52,33,64,65,18,20,24,19,26,25,59,55,26,27,19,29,49,18,31,20,18,22,60,27,43,39,37,56,56,32,46,30,58,24,32,42,51,57,38,23,35,18,22,29,39,47,24,31,28,33,38,25,23,21,26,50,58,36,61,44,64,59,40,19,18,56,46,26,39,75,28,21,23,42,22,25,49,32,53,27,19,55,45,24,44,38,20,19,45,37,18,43,22,23,31,33,49,47,36,46,28,22,42,20,21,62,38,64,47,24,38,70,27,50,22,36,20,32,69,33,42,31,18,18,53,34,35,32,43,29,24,27,42,42,71,65,18,19,52,64,66,63,26,33,35,25,48,68,24,49,23,38,24,69,21,54,22,19,57,27,64,66,31,65,21,18,64,38,57,72,52,72,31,23,33,25,56,66,19,40,19,27,50,58,20,39,25,67,42,41,40,28,19,64,25,67,20,48,41,41,19,37,28,55,58,67,51,60,48,67,34,71,20,41,29,23,41,24,46,38,36,29,51,59,27,59,63,24,18,41,47,20,44,20,23,65,24,26,49,26,28,26,50,28,19,18,24,38,48,50,46,38,50,59,26,55,23,20,58,38,20,42,24,26,19,68,50,39,59
54,59,23,25,25,28,42,39,31,35,30,40,75,40,60,46,54,20,60,35,59,64,21,34,65,25,34,63,43,70,60,36,32,49,37,41,40,53,21,29,27,50,18,69,27,35,41,30,38,35,45,29,70,29,57,63,31,30,20,32,32,61,67,39,73,28,20,25,49,35,19,60,18,41,75,23,20,27,19,29,26,59,23,41,63,24,50,43,67,36,19,49,27,63,26,35,25,54,39,39,18,20,35,20,50,20,25,29,27,44,50,26,43,37,29,52,32,34,41,28,61,50,31,42,27,44,59,48,19,73,38,60,47,23,73,40,59,21,58,20,30,27,53,19,24,54,29,35,55,19,22,35,20,19,57,43,25,44,23,54,32,23,59,19,29,29,67,46,32,19,21,59,30,38,24,46,63,37,25,18,59,38,44,53,60,55,60,65,20,22,37,38,33,33,30,51,54,32,49,20,34,63,24,29,18,44,20,26,22,70,25,36,24,26,38,75,18,38,38,40,31,23,19,49,66,34,47,19,49,52,56,72,45,37,52,33,26,72,45,59,61,43,21,49,59,42,30,34,20,33,46,18,23,66,22,55,36,47,60,46,71,35,66,19,44,58,42,57,35,51,59,41,51,68,68,29,33,50,18,63,22,61,29,71,44,27,35,37,55,70,23,51,71,75,68,29,20,33,20,42,50
55,34,35,38,26,42,45,75,49,23,51,38,57,27,22,24,38,20,18,72,63,22,32,24,27,40,21,25,30,55,50,50,68,22,46,26,33,25,19,22,19,22,28,22,26,50,51,31,34,31,23,66,24,22,22,46,41,34,37,35,56,56,20,33,54,52,40,18,46,34,24,50,53,40,30,57,18,55,23,44,50,75,36,18,30,53,46,39,45,19,19,51,48,19,21,70,38,33,53,30,46,33,59,72,46,36,28,28,31,73,54,35,38,60,36,26,46,33,52,34,18,36,50,20,44,38,35,57,45,23,48,34,44,19,28,52,36,32,74,30,55,49,25,61,33,24,65,22,19,72,72,58,41,21,48,69,50,63,63,72,64,23,42,26,30,38,49,24,23,30,26,34,34,27,55,29,40,75,42,75,21,21,65,53,47,37,24,26,61,42,50,41,18,28,40,20,24,22,22,54,31,64,32,29,27,46,37,53,19,35,28,30,56,42,25,38,70,49,25,19,60,61,43,45,20,38,23,22,19,75,23,45,18,18,58,43,41,20,30,19,28,32,22,51,29,30,23,75,44,50,40,19,18,45,53,51,38,44,43,27,43,33,31,23,29,58,34,54,69,41,31,18,18,25,50,26,21,31,33,36,18,64,47,51,45,32,27,30,30,36,33,63,27,30,54,18,53,46,32,43,20
56,25,24,49,34,38,72,33,62,51,73,58,48,24,73,58,27,49,37,29,37,43,68,25,20,18,26,24,67,22,21,59,26,40,20,41,19,68,39,26,65,64,67,21,22,29,31,20,19,41,22,60,18,55,75,26,35,24,73,36,41,35,22,36,21,72,24,20,29,55,29,25,44,34,39,32,22,26,57,28,35,66,30,18,71,18,57,45,21,50,48,42,45,24,23,54,30,19,27,32,68,29,24,30,29,23,67,31,21,18,27,24,75,40,22,72,19,24,62,62,33,37,45,20,54,34,21,53,73,23,53,69,24,38,37,23,29,19,67,55,53,58,43,23,64,20,51,48,49,55,28,52,44,69,55,70,63,74,59,19,46,66,54,19,40,48,23,26,50,33,25,20,71,71,19,29,57,71,59,30,58,35,59,32,34,31,48,71,39,22,48,24,35,18,26,47,46,41,30,24,67,45,45,49,45,24,57,19,21,66,26,21,50,40,57,26,18,41,75,24,68,29,29,27,30,73,31,46,56,32,33,72,31,40,21,67,46,62,47,52,23,22,19,62,22,26,35,45,70,60,62,37,43,72,37,26,61,58,24,27,62,69,18,53,68,18,56,41,63,23,20,60,46,73,54,24,45,46,19,19,75,60,47,40,28,18,42,73,66,71,19,25,27,32,20,47,35,31,28,21,18
57,29,64,38,45,74,25,27,64,22,23,39,55,60,25,58,41,40,55,35,30,19,24,36,65,64,27,38,31,18,42,25,32,19,39,75,20,69,35,25,20,34,36,44,27,25,22,52,38,30,27,40,24,57,31,24,62,42,31,53,74,47,75,72,32,23,25,19,19,27,22,40,19,46,33,63,39,42,28,70,18,39,24,18,33,41,33,18,67,50,35,24,21,24,19,42,73,66,24,29,62,49,33,39,18,67,21,29,60,28,54,27,26,52,52,30,54,57,29,44,29,35,21,31,21,37,18,70,41,37,68,34,41,63,19,67,61,68,21,36,20,43,31,72,73,31,64,22,18,39,43,36,47,22,43,49,53,63,70,43,44,73,45,40,38,32,67,25,60,42,25,50,43,21,19,22,21,55,34,34,23,54,25,18,25,18,19,55,21,24,49,29,51,19,19,18,24,44,33,69,25,28,54,47,31,18,34,54,39,53,22,28,71,35,60,27,19,31,31,30,20,43,38,48,28,31,57,65,59,33,19,57,60,23,45,28,39,59,41,40,67,45,26,30,33,29,63,59,18,37,54,20,22,21,30,34,19,54,23,75,49,64,39,25,24,46,24,27,23,22,20,75,46,31,47,32,31,21,18,26,19,31,62,34,61,23,44,67,55,24,43,20,30,31,19,38,25,33,25,71,36
58,34,36,20,55,47,30,55,37,72,20,50,71,19,22,18,20,70,22,26,42,23,52,28,33,25,46,37,48,25,60,36,69,71,33,20,23,21,44,25,62,18,43,18,58,41,51,31,37,21,24,25,38,41,20,25,41,23,53,43,23,35,61,44,26,68,19,47,65,34,34,28,65,50,50,27,19,55,58,42,56,18,53,66,53,37,44,65,42,37,56,67,19,20,20,21,34,37,26,58,58,19,34,48,51,21,68,30,59,25,27,30,35,44,56,75,24,69,20,40,69,63,50,19,19,21,61,72,66,26,75,64,18,26,18,18,64,75,66,50,48,32,37,21,33,55,44,28,36,61,55,52,24,52,43,71,28,35,47,20,52,18,43,55,37,55,29,57,27,18,50,72,74,21,50,52,49,57,33,34,49,56,26,20,59,40,46,19,60,22,33,47,61,50,30,69,29,57,21,19,49,22,27,56,25,22,39,63,65,18,69,18,21,28,50,26,18,42,34,64,23,26,59,57,46,70,57,30,25,43,43,34,40,28,40,41,27,38,64,22,20,61,52,47,55,51,34,75,63,39,45,20,48,21,25,62,33,28,50,67,22,47,22,21,29,35,21,19,30,58,39,43,36,25,32,23,65,32,37,24,45,20,20,25,18,36,43,21,30,39,43,18,58,69,31,32,43,20,69,26,47
59,27,36,31,19,66,60,33,38,45,22,23,18,26,21,51,18,54,49,31,34,62,28,60,37,73,59,20,73,26,63,50,36,44,42,23,42,19,22,19,38,46,25,31,40,22,25,35,55,52,66,37,70,55,25,36,72,32,24,19,29,24,32,25,27,20,20,18,58,41,30,53,21,45,35,44,25,26,35,75,23,45,38,23,20,32,30,24,66,32,24,45,21,18,38,28,50,52,29,46,24,29,30,75,25,26,54,62,26,72,24,51,34,20,20,22,33,23,20,40,32,27,30,75,47,69,41,58,19,18,58,39,51,45,73,36,21,29,38,53,22,25,67,33,30,60,22,28,35,31,43,26,60,39,73,21,36,18,47,47,53,23,28,18,47,25,40,33,57,33,21,31,27,45,18,37,30,18,23,49,29,35,42,26,18,70,34,23,30,40,20,48,61,51,66,25,19,70,20,40,41,42,33,18,34,23,61,21,30,40,32,21,35,23,27,26,45,24,22,29,51,21,46,66,18,37,18,29,56,68,55,21,21,39,46,37,19,52,61,64,51,24,45,72,60,40,40,49,30,64,22,61,61,33,28,22,21,20,52,32,18,56,32,42,21,32,71,71,18,64,39,45,37,22,27,24,19,39,18,36,38,25,67,29,22,19,27,55,65,56,60,43,40,34,39,70,34,66,18,40,74
60,44,32,41,55,74,38,31,29,47,29,31,50,52,61,60,32,37,24,27,34,44,27,27,67,37,61,45,40,38,25,19,32,20,18,52,23,23,26,71,35,29,23,48,30,51,29,40,47,58,51,32,31,40,18,23,20,41,46,18,49,28,59,40,55,35,33,56,37,24,22,20,26,59,47,34,27,46,27,49,33,19,22,25,41,42,30,42,26,53,26,27,28,47,45,55,65,64,63,50,33,36,21,33,50,61,60,69,28,68,23,42,21,37,18,35,46,23,47,32,52,24,69,19,18,26,49,37,18,18,35,24,35,33,58,45,61,20,49,25,22,19,18,67,50,22,38,66,18,41,43,59,26,43,50,61,74,28,35,64,27,31,72,53,56,25,45,50,39,22,65,24,28,30,32,49,38,36,72,28,54,49,29,57,62,73,59,53,25,69,69,49,31,20,32,62,44,25,21,34,46,22,61,39,18,22,54,40,44,73,54,48,19,28,38,25,24,31,27,58,26,20,20,44,66,33,43,29,41,70,65,42,48,34,53,32,63,25,39,25,40,18,19,23,29,21,39,45,42,49,18,23,69,34,40,18,24,24,25,45,22,20,22,37,72,42,49,20,25,46,23,51,57,60,24,55,40,22,24,20,45,51,37,26,73,23,51,33,34,46,32,55,24,50,22,19,70,23,25,59,21
61,24,59,24,23,51,18,74,26,20,59,69,24,75,44,20,19,31,19,50,45,58,55,71,39,57,29,58,24,33,29,48,73,25,34,23,28,44,33,29,51,36,27,57,27,52,31,19,31,35,49,26,24,29,33,22,31,26,66,75,20,34,56,70,18,23,64,21,18,50,46,64,33,20,72,31,38,48,38,41,40,22,52,75,26,36,30,46,27,20,50,37,28,30,20,21,72,21,70,39,63,51,39,69,73,22,61,49,18,25,36,37,64,29,34,23,67,25,29,24,24,41,58,26,26,71,20,24,32,24,36,23,31,31,18,45,58,28,68,62,21,41,18,25,25,31,30,33,57,47,44,44,19,26,65,48,75,25,25,34,20,61,34,34,66,41,40,74,32,62,63,26,28,18,28,49,23,60,42,38,45,45,20,32,21,53,39,25,18,23,56,21,37,52,39,65,34,62,40,57,21,74,51,68,43,32,27,18,62,42,60,39,49,62,66,19,63,26,55,23,50,74,49,61,19,28,18,29,28,35,69,30,19,22,38,48,18,46,41,43,41,19,29,50,33,31,47,22,18,29,44,72,19,64,62,45,57,24,39,73,71,26,49,74,24,67,48,25,41,49,35,45,27,50,20,68,20,69,31,20,36,21,48,49,28,19,63,50,43,22,37,24,18,41,37,36,23,18,71,64,20
62,27,63,24,47,66,69,19,21,53,32,44,49,46,31,54,65,69,19,52,65,32,35,21,24,67,59,40,69,44,52,22,22,25,25,23,63,29,26,23,28,62,62,26,53,18,28,31,56,44,22,40,33,18,59,44,75,25,72,40,24,46,19,50,30,20,37,33,40,48,50,51,29,67,35,18,21,21,39,38,28,43,25,72,21,33,23,20,69,26,68,55,41,53,23,44,71,27,28,58,18,37,32,49,37,26,26,32,71,28,49,36,28,36,24,47,42,42,31,69,24,48,59,47,18,60,42,25,41,47,18,36,18,23,53,73,28,21,53,42,56,35,48,18,58,30,46,71,46,24,26,34,50,25,18,55,74,34,74,31,37,19,56,34,45,33,49,20,42,25,46,59,63,53,22,23,28,19,29,30,39,45,73,36,48,71,54,22,38,69,43,26,41,35,37,58,18,19,75,36,51,28,75,38,26,24,21,64,30,31,34,24,20,54,35,38,52,38,70,75,31,21,22,68,24,47,60,69,20,60,29,35,52,66,69,23,25,47,29,18,31,64,20,26,53,32,22,18,31,31,27,66,32,29,34,31,28,40,29,36,71,50,21,20,48,74,39,66,25,47,29,34,44,55,32,19,26,66,28,54,58,50,38,54,26,44,24,27,34,22,37,40,23,18,51,44,44,18,20,25,32
63,64,33,48,24,31,30,39,63,73,18,35,24,69,50,20,50,28,41,57,22,29,62,18,20,53,24,32,48,42,35,26,18,63,31,49,21,28,69,40,29,27,21,71,19,60,54,43,42,70,32,25,20,29,67,53,60,47,19,19,73,23,23,55,55,52,20,55,44,19,44,31,19,67,40,64,24,20,24,18,56,38,40,25,19,18,23,58,41,61,58,19,25,48,57,40,21,28,34,37,23,20,23,48,40,18,49,68,28,31,28,31,49,57,18,67,62,33,22,22,37,48,38,47,31,25,50,28,57,23,37,46,47,47,28,40,50,41,22,50,31,40,20,56,20,37,23,38,25,71,25,19,26,58,25,51,52,37,61,56,30,45,25,50,18,23,36,32,22,21,32,22,59,19,21,41,23,21,30,40,73,40,57,43,24,38,25,35,27,29,28,48,48,24,69,50,28,58,29,20,43,19,25,36,18,56,34,26,53,29,48,66,28,33,38,39,58,61,19,29,20,48,69,61,60,35,31,44,33,19,31,73,19,47,70,28,48,33,58,38,51,22,32,27,67,29,22,75,58,71,60,20,21,26,29,30,18,55,19,71,25,27,46,22,21,41,47,44,20,19,53,38,43,42,32,34,33,19,23,25,34,30,18,50,38,43,45,67,70,37,27,66,36,26,61,20,31,23,25,43,25
64,26,47,66,21,55,53,43,27,60,31,33,24,22,30,22,25,67,24,19,69,23,25,25,75,28,53,53,62,29,65,27,41,25,18,63,23,69,75,25,31,50,71,33,31,22,39,43,34,40,45,61,32,24,26,48,29,19,35,40,22,29,32,18,56,55,41,56,28,30,47,37,20,29,19,69,32,25,20,41,69,55,31,46,25,53,56,24,68,30,67,18,39,44,54,21,25,35,72,27,19,48,22,71,18,40,21,75,26,60,61,21,33,37,57,36,52,55,21,38,70,40,40,34,27,51,43,39,56,25,33,21,41,50,28,49,21,42,23,30,34,20,30,23,41,39,44,21,27,54,22,48,23,25,56,50,18,21,28,19,68,51,18,67,56,48,26,64,60,21,23,49,51,25,27,57,64,44,41,29,63,39,23,65,19,65,23,23,43,63,71,25,59,30,25,43,40,41,72,61,49,65,38,73,42,22,27,75,41,28,25,45,21,31,28,23,23,57,19,61,55,22,29,26,55,21,43,19,27,28,30,59,71,40,27,44,39,44,58,52,23,49,36,50,20,28,23,35,34,46,63,75,21,22,30,41,31,21,24,22,20,33,34,62,28,31,23,51,25,19,43,43,34,39,50,27,37,29,72,30,59,39,63,59,34,60,56,21,24,37,28,31,37,31,30,18,32,29,19,28,26
65,65,58,50,47,20,20,20,18,26,52,47,37,35,31,70,28,53,41,50,18,45,55,30,47,72,38,74,21,64,38,33,67,69,37,50,47,36,37,24,36,48,45,26,41,54,52,26,25,45,20,61,24,19,34,34,25,24,58,26,30,40,21,26,18,52,27,43,24,43,34,18,32,35,30,45,26,18,57,33,47,58,23,56,24,74,19,63,63,36,20,35,32,63,56,18,18,25,24,21,18,24,43,27,50,68,67,18,61,21,42,19,52,19,64,25,29,33,20,20,32,27,24,66,31,19,25,53,28,64,26,29,37,30,71,62,72,37,29,28,27,25,33,26,22,23,46,43,37,43,20,44,37,55,18,38,44,48,64,41,68,36,55,43,41,19,53,63,24,25,44,42,35,62,22,52,51,25,20,53,29,35,24,36,39,42,40,21,24,36,71,23,68,72,26,18,69,36,38,42,57,29,29,54,21,49,27,27,27,32,22,66,22,34,26,52,22,24,60,22,18,18,51,33,31,66,69,31,45,73,55,22,50,42,38,44,20,52,25,21,18,57,20,57,31,42,68,27,22,34,73,29,61,70,60,46,19,65,22,23,65,25,38,23,47,36,37,26,25,75,29,33,22,30,20,47,44,29,27,45,32,36,28,18,53,21,36,24,20,27,21,35,18,23,22,22,18,22,18,26,55
66,18,24,22,55,47,25,20,54,44,40,30,21,61,63,40,47,20,41,74,32,43,54,49,19,33,53,55,70,25,22,32,23,69,18,51,65,46,64,20,32,18,47,74,26,26,25,19,35,31,63,50,35,22,19,51,40,23,46,32,19,20,66,52,30,67,27,40,54,56,44,63,44,18,27,34,25,49,43,26,67,70,25,59,68,31,67,22,24,28,34,52,23,41,63,68,42,48,26,49,67,31,52,63,47,35,44,50,62,18,23,62,34,49,33,26,20,34,24,74,24,31,25,39,30,18,29,33,22,33,52,53,29,20,39,74,31,67,29,19,20,39,40,21,73,63,21,48,35,68,46,59,55,43,27,56,31,37,22,19,32,58,51,46,30,54,21,25,48,56,20,28,26,51,31,64,47,22,19,42,73,21,27,44,35,73,23,31,38,43,21,46,35,70,20,39,40,21,28,60,32,62,37,18,18,57,30,20,53,37,30,24,36,31,41,51,62,56,40,46,44,21,42,66,51,44,42,52,28,35,45,61,21,25,19,42,27,52,38,55,25,35,28,72,52,27,33,58,60,43,69,41,54,30,20,27,31,25,51,29,67,34,34,44,30,71,44,43,42,20,61,64,48,26,55,47,18,64,68,24,51,23,32,21,73,20,38,42,47,64,22,65,43,43,34,45,30,20,57,23,37
67,23,69,18,63,26,44,60,71,75,24,47,39,45,37,61,31,24,24,19,23,19,26,24,33,29,36,25,43,32,62,40,29,47,22,33,61,62,24,57,18,37,22,36,51,21,21,47,41,64,41,60,28,20,60,28,37,21,28,62,39,44,35,31,34,41,25,30,64,38,40,27,34,67,35,73,25,24,37,34,34,34,37,31,37,20,50,27,40,61,39,39,23,72,18,22,21,35,64,20,30,46,50,37,74,63,27,62,39,29,72,58,55,40,26,55,73,27,26,29,41,63,54,24,19,51,39,22,50,24,35,32,73,29,24,30,56,18,33,49,24,31,18,36,67,30,32,26,54,53,48,63,59,50,41,53,31,33,64,75,45,42,47,69,70,62,57,60,38,25,24,67,24,35,23,25,48,37,46,25,28,20,35,18,44,32,54,47,46,68,43,44,30,33,35,57,66,39,71,35,47,41,45,65,29,42,27,48,23,35,35,70,25,25,25,32,21,35,34,35,50,72,30,70,28,48,26,48,35,25,23,26,23,40,46,37,57,21,72,62,20,21,21,42,51,49,19,28,66,20,24,29,18,28,24,31,63,34,29,30,74,28,65,21,75,22,44,18,20,64,65,38,35,46,65,28,32,37,56,58,67,52,46,64,66,71,22,35,42,38,65,53,29,34,45,57,29,35,26,63,18
68,48,23,34,26,25,27,56,75,32,68,56,41,45,68,18,33,20,57,40,35,56,60,68,24,34,62,67,57,74,30,31,74,35,40,33,49,63,27,23,32,57,31,74,26,20,33,57,44,24,43,47,70,51,38,68,60,41,19,50,39,43,43,28,30,34,37,26,20,29,33,44,47,42,69,22,45,35,27,75,39,36,28,46,48,39,41,65,18,19,64,33,43,69,58,31,18,39,44,65,28,57,22,26,19,25,58,38,57,50,52,27,75,22,70,35,36,54,28,47,54,31,36,19,19,30,73,22,65,33,18,24,56,54,41,48,19,74,23,24,23,19,68,66,32,19,21,69,50,53,73,36,51,56,49,58,22,35,19,21,69,40,58,33,58,63,45,40,47,52,48,40,29,22,65,33,25,23,43,72,50,62,65,39,33,26,27,44,20,39,39,62,37,23,38,54,71,23,33,69,31,28,56,75,61,42,70,50,61,60,24,47,68,58,32,66,30,19,33,66,57,20,23,46,24,50,26,46,34,63,30,64,54,20,64,28,32,75,19,39,32,71,53,42,18,22,71,65,36,27,18,58,48,22,67,27,65,37,21,27,21,20,59,18,57,57,26,45,43,21,28,18,33,41,72,40,72,27,26,20,35,33,64,61,39,73,20,72,26,23,74,21,66,50,21,68,45,34,22,44,25
69,22,71,43,28,59,64,33,20,38,18,23,28,59,21,18,18,57,73,28,56,22,52,39,24,24,18,23,26,20,63,18,74,38,73,33,19,23,61,35,71,20,25,52,18,29,39,75,23,24,18,18,20,22,28,34,25,65,48,65,25,32,47,57,21,42,36,52,68,69,50,26,18,70,37,24,34,20,20,28,49,42,64,48,36,45,71,71,21,40,75,34,49,45,28,24,56,42,66,42,36,41,36,20,20,54,41,56,22,29,34,65,75,54,39,39,27,71,51,45,56,18,39,75,45,37,70,19,41,54,36,46,56,46,63,72,65,71,23,46,30,72,74,23,23,43,21,45,41,65,24,37,21,19,27,45,25,31,52,33,21,34,31,34,18,18,74,66,48,46,46,41,25,57,28,55,21,22,47,36,69,52,33,27,32,74,20,22,21,52,23,19,18,26,31,33,31,29,72,32,66,19,50,23,62,26,24,21,21,27,56,28,42,34,65,29,39,53,65,38,33,65,32,52,74,35,27,62,74,53,75,66,40,41,54,50,38,50,47,22,42,66,23,26,53,22,52,20,25,28,56,70,36,30,70,42,27,21,45,30,30,51,28,69,22,56,37,62,52,38,53,19,32,70,62,48,74,45,40,35,25,55,64,26,73,21,31,35,19,24,31,55,31,26,37,66,28,30,18,23,33
70,41,48,39,22,30,58,61,40,35,43,57,20,26,27,30,38,54,27,18,30,26,44,55,39,72,55,42,20,50,41,18,48,69,20,56,21,68,60,64,33,31,69,28,19,40,22,41,20,50,28,58,33,69,59,48,24,20,53,54,35,37,39,46,45,48,43,18,37,69,48,56,38,48,27,23,24,71,32,50,27,53,30,19,24,54,25,19,24,31,32,41,55,44,31,40,63,52,32,30,25,53,25,39,60,46,43,56,69,22,53,42,31,38,46,39,73,25,28,50,43,27,61,53,28,35,60,26,21,25,58,31,20,46,73,41,27,46,30,34,72,37,73,38,24,46,49,69,37,35,60,47,42,41,18,20,40,51,30,32,57,36,26,41,22,59,30,62,25,68,38,19,56,30,47,32,34,43,21,39,43,70,23,53,43,35,55,72,47,68,24,61,49,53,49,56,65,74,71,35,42,52,57,72,23,45,18,38,20,29,22,52,27,65,23,54,25,72,25,59,54,21,29,53,31,38,59,30,18,41,50,59,40,21,73,36,28,21,21,47,70,18,50,21,25,46,32,46,35,66,31,53,55,49,24,24,38,44,27,38,50,37,75,73,32,69,35,29,43,61,68,50,61,18,49,68,35,19,19,20,20,25,49,18,55,21,45,43,51,23,23,32,36,50,62,54,50,35,39,39,75
